#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2014-08-15T20:52:09 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ53ee72a26361	
#INFO	-out.max=unlimited	
#INFO	queryParameters=28	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=V/130/gcs3
#-nav=cat:V/130&tab:{V/130/gcs3}&key:source=V/130/gcs3&HTTPPRM:&&-ref=VIZ53ee72a26361&-out.max=unlimited&-out.form=ascii table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=Name&-out=m_Name&-out=RAJ2000&-out=DEJ2000&-out=logTe&-out=[Fe/H]&-out=Dist&-out=VMag&-out=age&-out=UVel&-out=VVel&-out=WVel&-out=Vmag&-out=b-y&-out=m1&-out=c1&-out=Simbad&-ignore=Simbad=*&Simbad=Simbad&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=V/130/gcs3
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/130/gcs3
#-order=I
#-out=Name
#-out=m_Name
#-out=RAJ2000
#-out=DEJ2000
#-out=logTe
#-out=[Fe/H]
#-out=Dist
#-out=VMag
#-out=age
#-out=UVel
#-out=VVel
#-out=WVel
#-out=Vmag
#-out=b-y
#-out=m1
#-out=c1
#-out=Simbad
#

#RESOURCE=yCat_5130
#Name: V/130
#Title: Geneva-Copenhagen Survey of Solar neighbourhood III (Holmberg+, 2009)
#Table	V_130_gcs3:
#Name: V/130/gcs3
#Title: Geneva-Copenhagen catalogue III {\em(includes uvby data from Olsen 1984A\&AS...57..443O)}
#Column	Name	(a11)	Object name (HD, BD, CD or CP) (1)	[ucd=meta.id;meta.main]
#Column	m_Name	(A4)	Components included in photometry (2)	[ucd=meta.code.multip]
#Column	RAJ2000	(A10)	Right ascension (ICRF)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (ICRF)	[ucd=pos.eq.dec;meta.main]
#Column	logTe	(F6.3)	? Effective temperature	[ucd=phys.temperature.effective]
#Column	[Fe/H]	(F5.2)	? Metallicity	[ucd=phys.abund.Z]
#Column	Dist	(I4)	? Distance [NULL integer written as an empty string]	[ucd=pos.distance;pos.heliocentric]
#Column	VMag	(F5.2)	? Absolute magnitude	[ucd=phys.magAbs;em.opt.V]
#Column	age	(F4.1)	? Age, in Gigayears	[ucd=time.age]
#Column	UVel	(I5)	? Heliocentric space velocity component U (6) [NULL integer written as an empty string]	[ucd=pos.cartesian.x]
#Column	VVel	(I5)	? Heliocentric space velocity component V (6) [NULL integer written as an empty string]	[ucd=pos.cartesian.y]
#Column	WVel	(I5)	? Heliocentric space velocity component W (6) [NULL integer written as an empty string]	[ucd=pos.cartesian.z]
#Column	Vmag	(F6.3)	Visual magnitude	[ucd=phot.mag;em.opt.V]
#Column	b-y	(F6.3)	Stroemgren (b-y) index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	m1	(F6.3)	Stroemgren m_1_ index ((v-b) - (b-y))	[ucd=phot.color]
#Column	c1	(F6.3)	Stroemgren c_1_ index ((u-v) - (v-b))	[ucd=phot.color]
#Column	Simbad	(a6)	ask the {\bf\fg{FireBrick}Simbad} data-base about this object	[ucd=]
Name	m_Name	RAJ2000	DEJ2000	logTe	[Fe/H]	Dist	VMag	age	UVel	VVel	WVel	Vmag	b-y	m1	c1	Simbad
HD 103928  	AB  	11 58 07.1	+32 16 26	 3.839	-0.41	  47	 3.06	 1.6	  -15	  -23	   -6	 6.420	 0.221	 0.147	 0.610	Simbad
HD 103929  	    	11 58 06.8	-04 22 13	 3.819	-0.17	  52	 3.35	 1.8	     	     	     	 6.932	 0.268	 0.147	 0.462	Simbad
HD 103932  	    	11 57 56.2	-27 42 25	      	     	  10	 6.91	    	  -20	  -74	   -8	 6.947	 0.630	 0.708	 0.161	Simbad
HD 103933  	    	11 58 03.6	-31 39 03	 3.815	 0.18	  57	 3.31	 0.9	  -13	  -27	   -6	 7.099	 0.286	 0.179	 0.458	Simbad
HD 103941  	AB  	11 57 58.8	-71 46 59	      	     	 127	 2.93	    	     	     	     	 8.449	 0.398	 0.096	 0.673	Simbad
HD 103954  	    	11 58 23.2	+42 41 42	 3.801	-0.44	 139	 3.26	 3.1	   48	  -10	  -50	 8.980	 0.302	 0.125	 0.434	Simbad
HD 103975  	    	11 58 15.6	-47 58 37	 3.790	-0.08	  36	 4.01	 2.7	  -16	  -10	  -19	 6.768	 0.334	 0.167	 0.382	Simbad
HD 103976  	    	11 58 18.6	-51 30 57	 3.766	-0.41	  70	 4.22	10.1	   22	  -30	    7	 8.448	 0.381	 0.158	 0.321	Simbad
HD 103984  	    	11 58 31.8	+47 45 55	 3.819	-0.03	  55	 3.23	 1.6	     	     	     	 6.933	 0.271	 0.159	 0.486	Simbad
HD 104003  	    	11 58 33.5	-15 07 01	 3.815	-0.13	  78	 3.11	 2.2	     	     	     	 7.581	 0.278	 0.150	 0.483	Simbad
HD 104006  	    	11 58 28.0	-41 55 19	 3.703	-0.78	  32	 6.36	    	  -32	 -200	   -7	 8.894	 0.492	 0.296	 0.213	Simbad
HD 104007  	    	11 58 35.1	-43 26 15	 3.780	-0.19	 375	 0.01	 0.6	     	     	     	 7.887	 0.355	 0.166	 0.600	Simbad
HD 104010  	A   	11 58 27.5	-57 59 33	 3.722	-0.25	  53	 5.95	    	  -10	   -5	  -12	 9.550	 0.472	 0.312	 0.264	Simbad
HD 104010  	B   	11 58 24.5	-57 59 43	 3.735	-0.25	  55	 5.57	    	  -12	   -3	  -12	 9.269	 0.448	 0.258	 0.278	Simbad
HD 104022  	    	11 58 38.7	-53 26 41	 3.794	-0.17	 190	 2.32	 2.2	    0	   -6	    8	 8.712	 0.324	 0.150	 0.501	Simbad
HD 104056  	    	11 59 03.0	-04 46 38	 3.768	-0.43	  73	 4.69	 6.2	   62	  -14	  -44	 9.014	 0.375	 0.166	 0.282	Simbad
HD 104057  	    	11 59 01.0	-06 39 13	 3.817	-0.08	 185	 1.74	 1.4	     	     	     	 8.078	 0.276	 0.158	 0.616	Simbad
HD 104058  	    	11 59 02.2	-23 24 50	 3.722	-0.41	    	     	    	     	     	     	 7.708	 0.467	 0.227	 0.315	Simbad
HD 104059  	    	11 58 53.9	-43 38 47	 3.827	-0.20	 125	 3.60	    	  -30	  -47	  -41	 9.083	 0.250	 0.145	 0.464	Simbad
HD 104076  	    	11 59 13.5	+24 37 40	 3.763	-0.12	 104	 3.33	 5.6	  -25	   -6	   -4	 8.414	 0.395	 0.192	 0.346	Simbad
HD 104112  	    	11 59 35.3	+71 34 41	 3.796	-0.32	  76	 3.92	 3.5	  -12	  -24	   -8	 8.329	 0.315	 0.142	 0.363	Simbad
HD 104113  	    	11 59 33.3	+18 08 39	 3.791	-0.34	 201	 2.75	 2.8	     	     	     	 9.270	 0.325	 0.135	 0.462	Simbad
HD 104126  	    	11 59 48.2	+79 35 43	 3.779	-0.02	 204	 1.19	 1.2	   -5	   11	  -13	 7.739	 0.364	 0.170	 0.470	Simbad
HD 104138  	    	11 59 35.2	-46 37 59	 3.785	 0.06	  79	 2.18	 1.8	   18	   -5	    3	 6.655	 0.354	 0.176	 0.464	Simbad
HD 104212  	    	12 00 03.3	-46 47 03	 3.755	-0.09	  70	 4.16	 9.9	  -20	  -89	  -23	 8.375	 0.414	 0.200	 0.371	Simbad
HD 104221  	    	12 00 08.9	-16 35 08	 3.822	-0.02	  88	 3.56	    	     	     	     	 8.274	 0.264	 0.160	 0.469	Simbad
HD 104222  	    	12 00 12.5	-20 44 08	 3.759	-0.51	 193	 3.92	11.1	   -3	    1	   -8	10.351	 0.392	 0.144	 0.355	Simbad
HD 104226  	    	12 00 09.0	-44 51 37	 3.789	 0.13	 125	 2.36	 1.9	  -35	  -14	   -8	 7.852	 0.345	 0.181	 0.458	Simbad
HD 104243  	    	12 00 14.3	+05 21 48	 3.735	-0.03	  39	 5.46	 0.9	  -37	  -50	   -5	 8.398	 0.456	 0.288	 0.305	Simbad
HD 104273  	    	12 00 19.2	-53 55 22	 3.843	-0.14	 132	 2.86	 1.4	     	     	     	 8.458	 0.211	 0.166	 0.639	Simbad
HD 104288  	AB  	12 00 37.5	+69 11 07	 3.842	 0.09	 206	 0.85	 0.8	     	     	     	 7.418	 0.216	 0.182	 0.763	Simbad
HD 104289  	    	12 00 41.2	+59 21 11	 3.783	-0.15	  67	 3.93	 4.2	   14	   -3	  -16	 8.059	 0.349	 0.160	 0.398	Simbad
HD 104304  	    	12 00 44.4	-10 26 45	 3.735	 0.20	  13	 5.02	 9.4	   21	  -15	  -16	 5.546	 0.464	 0.319	 0.335	Simbad
CD -26 8918	    	12 01 10.2	-27 15 00	 3.781	-0.50	 378	 3.07	 5.2	  -48	  -28	  -44	10.961	 0.343	 0.124	 0.419	Simbad
HD 104315  	    	12 00 38.3	-72 00 25	 3.727	-0.12	  84	 5.56	    	  -16	  -28	   -2	10.184	 0.468	 0.289	 0.306	Simbad
HD 104318  	    	12 00 50.8	+32 57 49	 3.815	-0.06	 122	 2.03	 1.5	    8	   -8	  -13	 7.457	 0.280	 0.157	 0.526	Simbad
HD 104324  	AB  	12 00 47.4	-12 09 27	 3.778	 0.17	  56	 4.22	 2.9	  -20	  -19	  -10	 7.959	 0.375	 0.213	 0.370	Simbad
HD 104327  	    	12 00 48.1	-37 28 45	 3.815	-0.01	 120	 2.88	 1.9	     	     	     	 8.276	 0.281	 0.161	 0.485	Simbad
HD 104367  	    	12 01 10.0	+03 37 56	 3.802	-0.03	 106	 2.65	 2.1	  -20	  -12	  -27	 7.787	 0.310	 0.161	 0.455	Simbad
HD 104379  	    	12 01 13.1	+30 38 17	 3.788	 0.10	  96	 2.95	 2.5	  -34	  -44	   -9	 7.847	 0.346	 0.177	 0.479	Simbad
HD 104437  	    	12 01 40.8	+39 35 11	 3.759	 0.12	  61	 4.69	 3.6	   18	  -17	  -13	 8.632	 0.414	 0.241	 0.345	Simbad
HD 104467  	    	12 01 39.1	-78 59 16	 3.732	-0.41	    	     	    	     	     	     	 8.649	 0.449	 0.197	 0.336	Simbad
HD 104471  	AB  	12 01 46.1	-34 39 01	 3.777	 0.00	  56	 3.17	 3.1	  -48	  -15	   -9	 6.914	 0.370	 0.191	 0.363	Simbad
HD 104551  	    	12 02 20.8	-59 59 16	 3.753	-0.11	  85	 4.10	10.2	  -30	  -11	   -2	 8.744	 0.417	 0.205	 0.351	Simbad
HD 104557  	    	12 02 35.2	+41 16 50	 3.816	-0.33	 148	 2.74	 2.2	    3	   -3	  -11	 8.594	 0.273	 0.136	 0.519	Simbad
HD 104581  	    	12 02 34.0	-55 32 02	 3.714	-0.35	  89	 3.16	    	   66	  -34	  -26	 7.917	 0.484	 0.258	 0.320	Simbad
HD 104592  	    	12 02 45.9	-06 27 57	 3.829	-0.14	 126	 3.30	 1.4	     	     	     	 8.798	 0.246	 0.158	 0.532	Simbad
HD 104593  	    	12 02 45.1	-10 38 57	 3.806	-0.09	 227	 1.75	 1.5	  -40	  -17	  -15	 8.531	 0.300	 0.157	 0.564	Simbad
HD 104603  	    	12 02 46.6	+24 50 10	 3.799	-0.02	 101	 3.26	 2.5	   19	    0	  -19	 8.283	 0.317	 0.168	 0.399	Simbad
HD 104622  	    	12 02 53.3	+12 48 26	 3.838	 0.05	 103	 2.42	 1.3	     	     	     	 7.479	 0.227	 0.177	 0.662	Simbad
HD 104634  	    	12 02 51.0	-68 35 05	 3.798	-0.11	  81	 3.19	 2.8	  -13	   -3	    1	 7.727	 0.316	 0.155	 0.443	Simbad
HD 104636  	    	12 02 59.9	+41 03 55	 3.827	 0.06	 200	 1.72	 1.2	  -17	    2	   -1	 8.228	 0.254	 0.173	 0.639	Simbad
HD 104638  	    	12 02 59.8	-10 45 08	 3.810	 0.02	  59	 3.58	 1.0	    9	    9	  -11	 7.441	 0.293	 0.169	 0.411	Simbad
HD 104694  	    	12 03 20.3	-39 15 22	 3.707	-0.44	    	     	    	     	     	     	 9.118	 0.493	 0.280	 0.293	Simbad
HD 104711  	AB  	12 03 31.7	-02 26 48	 3.837	 0.09	 177	 1.62	 1.1	  -24	  -12	   -6	 7.865	 0.230	 0.179	 0.703	Simbad
HD 104731  	    	12 03 39.5	-42 26 02	 3.821	-0.07	  25	 3.14	 1.8	   53	  -19	    8	 5.160	 0.267	 0.155	 0.483	Simbad
HD 104747  	AB  	12 03 36.3	-39 00 32	 3.793	-0.17	  46	 3.20	 3.0	  -66	  -49	  -19	 6.511	 0.324	 0.156	 0.381	Simbad
HD 104754  	    	12 03 49.8	+19 23 02	 3.782	-0.16	  76	 4.39	 2.1	    6	   -5	   -8	 8.802	 0.352	 0.168	 0.356	Simbad
HD 104755  	    	12 03 44.4	+05 33 27	 3.806	-0.18	  70	 2.17	 1.8	  -30	  -49	   -9	 6.402	 0.298	 0.147	 0.496	Simbad
HD 104759  	B   	12 03 47.7	-44 07 04	 3.742	 0.01	  52	 5.15	 7.3	   23	    7	   10	 8.742	 0.444	 0.263	 0.325	Simbad
HD 104760  	A   	12 03 46.2	-44 07 22	 3.766	-0.06	  55	 4.37	 6.6	   23	    7	   11	 8.056	 0.392	 0.198	 0.349	Simbad
HD 104764  	A   	12 03 47.6	-54 42 53	 3.806	-0.45	  81	 2.93	 2.7	    0	   -5	  -22	 7.480	 0.293	 0.124	 0.470	Simbad
HD 104784  	    	12 04 02.2	+24 56 20	 3.799	-0.04	  94	 3.43	 2.6	   -1	    9	    3	 8.286	 0.315	 0.165	 0.405	Simbad
HD 104800  	B   	12 04 05.5	+03 20 26	 3.758	-0.83	  70	 4.99	 6.8	  111	 -143	  -65	 9.223	 0.388	 0.134	 0.255	Simbad
HD 104860  	    	12 04 33.7	+66 20 11	 3.768	-0.26	  45	 4.63	 5.3	   -8	   -3	  -18	 7.915	 0.381	 0.181	 0.307	Simbad
HD 104868  	    	12 04 34.3	-31 11 15	 3.802	-0.25	  62	 3.51	 3.0	   19	  -11	   11	 7.469	 0.304	 0.142	 0.430	Simbad
HD 104883  	AB  	12 04 42.4	+16 16 08	 3.796	-0.18	 145	 1.89	 1.8	     	     	     	 7.700	 0.319	 0.153	 0.539	Simbad
HD 104904  	    	12 04 28.1	+85 35 13	 3.772	-0.25	  73	 1.97	 2.0	  -23	   14	  -26	 6.275	 0.372	 0.153	 0.427	Simbad
HD 104915  	    	12 04 51.6	-34 46 48	 3.817	-0.27	 130	 2.89	 2.2	   27	   17	  -20	 8.461	 0.272	 0.140	 0.509	Simbad
HD 104923  	    	12 04 56.9	+17 28 35	 3.732	 0.03	  39	 5.72	    	   23	  -33	    4	 8.662	 0.464	 0.318	 0.302	Simbad
HD 104942  	    	12 05 04.7	+09 14 22	 3.785	-0.34	  84	 3.54	 5.2	   31	   -6	    3	 8.168	 0.337	 0.139	 0.398	Simbad
HD 104954  	    	12 04 59.2	+76 45 44	 3.807	-0.20	  58	 3.51	 2.5	  -21	  -27	    9	 7.320	 0.296	 0.146	 0.428	Simbad
HD 104956  	    	12 05 07.1	+33 44 59	 3.782	-0.02	  52	 3.95	 4.1	  -14	  -24	  -11	 7.513	 0.356	 0.184	 0.361	Simbad
HD 104982  	    	12 05 13.4	-28 43 01	 3.749	-0.38	  36	 5.01	12.1	   60	  -22	  -45	 7.785	 0.417	 0.184	 0.314	Simbad
HD 104988  	    	12 05 12.5	-01 30 32	 3.733	-0.13	  32	 5.61	 0.2	  -72	  -38	    4	 8.159	 0.455	 0.268	 0.304	Simbad
HD 104997  	    	12 05 23.8	+38 39 25	 3.785	-0.20	  79	 3.97	 4.2	    6	   -4	   -2	 8.444	 0.343	 0.162	 0.353	Simbad
HD 104999  	    	12 05 25.1	+17 17 21	 3.817	-0.04	  97	 2.70	 1.9	  -14	  -38	    9	 7.640	 0.276	 0.158	 0.509	Simbad
HD 105000  	    	12 05 27.3	+10 57 38	 3.810	-0.01	  71	 3.65	 0.9	   -1	    6	  -14	 7.907	 0.293	 0.163	 0.442	Simbad
HD 105004  	A   	12 05 24.8	-26 35 43	 3.765	-0.74	 132	 4.71	 8.9	  -51	 -252	  -99	10.311	 0.375	 0.133	 0.272	Simbad
HD 105008  	    	12 05 26.5	-40 24 44	 3.735	 0.02	  80	 4.57	14.9	     	     	     	 9.076	 0.457	 0.252	 0.374	Simbad
HD 105030  	AB  	12 05 35.2	+52 52 31	 3.799	 0.01	 122	 2.49	 2.1	  -14	    6	   -4	 7.928	 0.317	 0.166	 0.443	Simbad
HD 105031  	AB  	12 05 34.4	+51 55 52	      	     	 327	-0.46	    	   35	   -3	   -6	 7.114	 0.380	 0.261	 0.626	Simbad
HD 105034  	    	12 05 38.2	+28 17 40	 3.772	-0.26	  76	 4.58	 4.0	   71	   -3	   -9	 8.994	 0.372	 0.173	 0.318	Simbad
HD 105060  	    	12 05 50.8	+01 18 19	 3.796	-0.08	 148	 3.23	 2.7	  -66	  -19	    5	 9.080	 0.322	 0.158	 0.442	Simbad
HD 105076  	    	12 05 54.6	-02 27 47	 3.843	-0.21	 178	 2.00	 1.4	     	     	     	 8.255	 0.210	 0.162	 0.798	Simbad
HD 105080  	AP  	12 05 55.3	-49 51 13	 3.767	-0.21	 102	 4.11	 7.7	   37	  -38	    3	 9.161	 0.385	 0.172	 0.361	Simbad
HD 105081  	B   	12 05 56.5	-49 51 09	 3.767	-0.29	  89	 4.47	 7.8	   34	  -39	    4	 9.213	 0.381	 0.170	 0.328	Simbad
HD 105085  	    	12 06 00.8	+23 12 16	 3.838	-0.12	  91	 2.71	 1.5	   -4	   -6	    3	 7.507	 0.223	 0.165	 0.623	Simbad
HD 105087  	    	12 06 00.9	+14 38 56	 3.705	-0.41	  56	 6.33	    	   96	  -27	  -37	10.064	 0.497	 0.336	 0.259	Simbad
HD 105094  	    	12 06 02.2	-37 05 12	 3.709	-0.38	 116	 3.58	    	  -23	  -31	    1	 8.899	 0.491	 0.260	 0.326	Simbad
HD 105112  	    	12 06 08.5	-30 11 25	 3.750	-0.29	  67	 5.10	 7.2	  -10	   -5	  -12	 9.233	 0.417	 0.206	 0.295	Simbad
HD 105113  	AB  	12 06 05.2	-32 57 40	 3.764	-0.05	  52	 2.91	 3.7	   17	  -50	  -33	 6.480	 0.396	 0.194	 0.371	Simbad
HD 105119  	    	12 06 08.7	-69 07 31	 3.777	-0.09	  70	 2.94	 2.8	   -3	  -17	   12	 7.169	 0.366	 0.167	 0.425	Simbad
HD 105122  	ABC 	12 06 01.3	+68 41 55	 3.797	-0.21	 127	 1.59	 1.5	    0	  -29	   -4	 7.100	 0.315	 0.145	 0.463	Simbad
HD 105123  	    	12 06 05.9	+49 09 30	 3.792	-0.05	  54	 4.06	 1.4	  -29	  -13	   -5	 7.705	 0.330	 0.169	 0.388	Simbad
HD 105156  	    	12 06 22.4	+18 12 02	 3.809	-0.04	 186	 2.49	 1.9	  -28	  -19	    7	 8.845	 0.294	 0.159	 0.521	Simbad
HD 105187  	    	12 06 43.4	-09 24 36	 3.796	-0.17	 119	 3.27	 3.0	  -16	  -18	  -17	 8.644	 0.319	 0.150	 0.436	Simbad
HD 105197  	    	12 06 44.3	+57 36 02	 3.827	-0.07	  91	 2.47	 1.7	     	     	     	 7.272	 0.253	 0.162	 0.563	Simbad
HD 105211  	A   	12 06 52.9	-64 36 49	 3.841	-0.20	  20	 2.67	 1.6	    7	   -6	   -3	 4.150	 0.216	 0.161	 0.633	Simbad
HD 105212  	    	12 06 55.4	-74 19 09	 3.779	-0.16	 109	 3.87	 5.3	     	     	     	 9.061	 0.358	 0.164	 0.380	Simbad
HD 105227  	    	12 06 54.6	-38 06 23	 3.732	 0.01	  51	 5.80	    	  -10	  -21	   -9	 9.357	 0.463	 0.307	 0.306	Simbad
HD 105237  	    	12 06 59.5	+47 08 32	 3.796	-0.16	 112	 3.23	 2.9	    9	    5	   13	 8.483	 0.319	 0.151	 0.441	Simbad
HD 105241  	    	12 07 01.3	-23 45 58	 3.790	-0.13	  75	 2.56	 2.3	  -35	  -18	    9	 6.936	 0.334	 0.155	 0.446	Simbad
HD 105247  	    	12 07 05.1	+42 39 35	 3.842	 0.09	 212	 1.83	 1.1	     	     	     	 8.470	 0.215	 0.182	 0.731	Simbad
HD 105270  	    	12 07 16.6	-52 42 15	 3.832	-0.40	 146	 2.51	 1.9	  -17	    5	   -2	 8.334	 0.237	 0.143	 0.614	Simbad
HD 105274  	    	12 07 15.9	-64 40 54	 3.797	-0.48	  57	 3.04	 2.9	  -44	   -8	   -5	 6.813	 0.309	 0.123	 0.399	Simbad
BD -04 3208	    	12 07 15.0	-05 44 01	 3.786	-2.46	    	     	    	     	     	     	 9.997	 0.313	 0.046	 0.391	Simbad
HD 105283  	    	12 07 22.9	-43 14 47	 3.819	-0.10	 117	 1.88	 1.4	    4	  -25	    7	 7.213	 0.270	 0.157	 0.559	Simbad
HD 105287  	A   	12 07 07.5	+69 04 34	 3.784	-0.12	  90	 3.41	 3.5	   -2	    7	  -10	 8.196	 0.347	 0.171	 0.355	Simbad
HD 105328  	    	12 07 39.0	-23 58 33	 3.773	 0.12	  39	 3.75	 3.9	   39	  -20	  -25	 6.720	 0.383	 0.201	 0.400	Simbad
HD 105330  	    	12 07 35.2	-31 24 37	 3.788	-0.10	  33	 4.12	 2.6	  -11	   -7	  -22	 6.723	 0.339	 0.172	 0.353	Simbad
HD 105343  	    	12 07 47.1	-08 29 09	 3.810	-0.27	  94	 2.69	 2.3	  -59	   -7	  -51	 7.568	 0.287	 0.139	 0.483	Simbad
HD 105374  	    	12 08 00.5	+00 37 16	 3.827	 0.02	  77	 2.55	 1.5	     	     	     	 6.982	 0.254	 0.169	 0.545	Simbad
HD 105401  	    	12 08 08.5	-60 46 52	 3.775	-0.24	  56	 3.76	 6.4	  -11	  -31	    5	 7.504	 0.365	 0.157	 0.383	Simbad
HD 105405  	    	12 08 06.9	+39 39 19	 3.786	-0.29	  47	 3.97	 4.7	  -29	  -17	   -3	 7.336	 0.337	 0.148	 0.368	Simbad
HD 105421  	A   	12 08 07.0	+55 27 50	 3.784	-0.27	  49	 4.35	 2.7	  -37	  -21	    2	 7.804	 0.342	 0.153	 0.357	Simbad
HD 105422  	B   	12 08 09.6	+55 27 53	 3.771	-0.24	  53	 4.75	 0.7	  -37	  -24	    0	 8.349	 0.375	 0.182	 0.305	Simbad
HD 105428  	AB  	12 08 21.2	-18 34 53	 3.817	-0.13	  90	 3.11	 2.0	     	     	     	 7.888	 0.275	 0.150	 0.488	Simbad
HD 105442  	A   	12 08 20.5	+43 54 25	 3.791	-0.29	  70	 3.84	 3.9	  -17	    2	  -16	 8.059	 0.326	 0.146	 0.370	Simbad
HD 105452  	    	12 08 24.8	-24 43 43	 3.843	-0.13	  15	 3.15	 0.4	    8	    0	    1	 4.023	 0.211	 0.167	 0.573	Simbad
HD 105484  	    	12 08 51.5	-78 06 00	 3.729	-0.22	  69	 4.89	    	   -5	  -11	  -24	 9.079	 0.459	 0.284	 0.274	Simbad
HD 105485  	    	12 08 33.4	+65 20 58	 3.784	-0.05	  56	 3.97	 4.0	    2	    6	    4	 7.714	 0.351	 0.178	 0.366	Simbad
HD 105491  	    	12 08 42.8	-18 26 07	 3.808	-0.15	  90	 2.35	 1.9	  -46	  -17	  -19	 7.129	 0.293	 0.149	 0.499	Simbad
HD 105513  	    	12 08 54.2	-55 43 41	 3.830	-0.50	 699	 0.04	 0.7	 -100	  -37	    8	 9.264	 0.240	 0.136	 0.785	Simbad
BD +22 2442	A   	12 08 54.6	+21 47 19	 3.737	-0.91	  79	 4.99	    	 -136	  -56	  -33	 9.492	 0.428	 0.178	 0.202	Simbad
HD 105559  	    	12 09 13.7	-36 41 37	 3.776	-0.40	  76	 4.44	 6.0	  -24	  -22	   -7	 8.836	 0.358	 0.150	 0.324	Simbad
HD 105567  	    	12 09 14.1	+14 49 47	 3.791	-0.01	  66	 3.71	 3.1	   -3	  -20	    1	 7.810	 0.334	 0.168	 0.429	Simbad
HD 105568  	A   	12 09 16.9	+11 17 30	 3.816	 0.00	 104	 3.39	 1.6	     	     	     	 8.483	 0.279	 0.162	 0.458	Simbad
HD 105575  	    	12 09 20.8	-27 58 55	 3.676	-0.63	  51	 5.37	    	  -19	  -29	   16	 8.929	 0.549	 0.402	 0.261	Simbad
HD 105577  	    	12 09 20.4	-42 50 18	 3.791	-0.02	  87	 3.24	 2.9	  -14	  -13	   -6	 7.941	 0.336	 0.167	 0.436	Simbad
HD 105584  	    	12 09 20.5	+53 23 40	 3.828	-0.54	  65	 3.44	 1.6	   39	  -23	    1	 7.506	 0.245	 0.132	 0.490	Simbad
HD 105585  	    	12 09 16.2	+42 28 54	 3.752	 0.00	  54	 4.82	 7.5	  -28	  -18	   -5	 8.477	 0.423	 0.234	 0.334	Simbad
HD 105589  	    	12 09 25.8	-00 45 30	 3.820	 0.00	  94	 2.99	 1.7	     	     	     	 7.858	 0.271	 0.161	 0.506	Simbad
HD 105590  	A   	12 09 28.5	-11 51 25	 3.756	-0.04	  22	 5.09	 0.7	   35	    2	   -5	 6.821	 0.414	 0.228	 0.321	Simbad
HD 105590  	C   	12 09 28.9	-11 51 16	 3.803	 0.03	  91	 3.83	 1.3	   17	  -30	   -4	 8.622	 0.309	 0.173	 0.398	Simbad
HD 105654  	    	12 09 47.7	-05 13 32	 3.827	-0.20	  70	 3.01	 1.9	     	     	     	 7.230	 0.251	 0.153	 0.560	Simbad
HD 105665  	    	12 09 58.0	-13 26 07	 3.788	-0.17	  85	 3.70	 3.8	  -23	   41	  -45	 8.344	 0.336	 0.163	 0.353	Simbad
HD 105678  	    	12 09 47.0	+74 39 40	 3.793	 0.00	  74	 2.02	 1.6	    5	  -11	  -12	 6.366	 0.330	 0.165	 0.476	Simbad
HD 105679  	    	12 09 55.2	+42 18 35	 3.794	-0.29	 123	 3.09	 3.1	  -57	  -15	   -6	 8.542	 0.320	 0.141	 0.407	Simbad
HD 105690  	    	12 10 06.4	-49 10 50	 3.736	-0.30	  38	 5.30	14.9	  -14	  -28	  -11	 8.173	 0.445	 0.236	 0.288	Simbad
HD 105692  	    	12 10 07.9	-56 59 24	 3.742	 0.03	  52	 5.48	    	  -34	  -15	   -7	 9.061	 0.444	 0.279	 0.310	Simbad
HD 105704  	    	12 10 05.7	-17 32 14	 3.812	 0.15	  65	 2.57	 1.7	  -16	  -25	   -9	 6.630	 0.293	 0.175	 0.519	Simbad
HD 105713  	    	12 10 11.5	-38 00 31	 3.744	 0.08	  92	 4.68	10.7	     	     	     	 9.510	 0.443	 0.243	 0.381	Simbad
HD 105733  	    	12 10 16.7	-35 03 23	 3.826	 0.02	 139	 2.35	 1.5	    3	  -17	  -19	 8.072	 0.256	 0.169	 0.585	Simbad
HD 105736  	    	12 10 21.9	-55 07 42	 3.822	 0.03	  98	 3.14	 1.4	   39	  -18	   -9	 8.087	 0.265	 0.164	 0.484	Simbad
HD 105748  	    	12 10 20.7	-35 14 07	 3.805	 0.17	 121	 2.81	 1.8	  -37	  -17	  -17	 8.232	 0.309	 0.179	 0.477	Simbad
HD 105750  	    	12 10 22.1	-43 52 15	 3.748	 0.11	 118	 3.59	 7.0	  -38	  -50	   -2	 8.960	 0.435	 0.245	 0.369	Simbad
HD 105755  	    	12 10 15.8	+54 29 17	 3.758	-0.80	  89	 3.84	11.1	   40	   -8	  -24	 8.590	 0.387	 0.124	 0.300	Simbad
HD 105791  	    	12 10 25.4	+65 39 43	 3.746	-2.05	    	     	    	     	     	     	 8.689	 0.403	 0.073	 0.355	Simbad
